Ticker,Nazwa,Kwartały,Udział zysku netto w przepływach operacyjnych,Wskaźnik źródeł finansowania inwestycji
DBC,DEBICA,2013/Q3,"41,41%","93,33%"
DBC,DEBICA,2013/Q4,"63,06%","145,14%"
DBC,DEBICA,2014/Q1,"55,33%","92,07%"
DBC,DEBICA,2014/Q2,"57,58%","107,69%"
DBC,DEBICA,2014/Q3,"63,44%","137,40%"
DBC,DEBICA,2014/Q4,"44,70%","151,26%"
DBC,DEBICA,2015/Q1,"68,03%","238,80%"
DBC,DEBICA,2015/Q2,"50,42%","136,91%"
DBC,DEBICA,2015/Q3,"37,08%","61,87%"
DBC,DEBICA,2015/Q4,"33,50%","114,25%"
DBC,DEBICA,2016/Q1,"27,36%","55,10%"
DBC,DEBICA,2016/Q2,"29,87%","93,81%"
DBC,DEBICA,2016/Q3,"34,51%","151,40%"
DBC,DEBICA,2016/Q4,"37,95%","56,30%"
DBC,DEBICA,2017/Q1,"66,11%","90,19%"
DBC,DEBICA,2017/Q2,"63,63%","91,40%"
DBC,DEBICA,2017/Q3,"75,97%","5,71%"
DBC,DEBICA,2017/Q4,"56,61%","108,54%"
DBC,DEBICA,2018/Q1,"58,79%","91,80%"
DBC,DEBICA,2018/Q2,"48,95%","53,76%"
DBC,DEBICA,2018/Q3,"42,12%","73,27%"
DBC,DEBICA,2018/Q4,"48,52%","76,33%"
DBC,DEBICA,2019/Q1,"43,53%",
DBC,DEBICA,2019/Q2,"44,48%","51,31%"
DBC,DEBICA,2019/Q3,"52,59%","91,55%"
DBC,DEBICA,2019/Q4,"59,67%","66,37%"
DBC,DEBICA,2020/Q1,"30,58%","76,40%"
DBC,DEBICA,2020/Q2,"37,02%","386,33%"
DBC,DEBICA,2020/Q3,"58,56%","355,50%"
DBC,DEBICA,2020/Q4,"38,44%","95,53%"
DBC,DEBICA,2021/Q1,"56,00%","-110,81%"
DBC,DEBICA,2021/Q2,"37,33%","93,22%"
DBC,DEBICA,2021/Q3,"19,11%","66,70%"
DBC,DEBICA,2021/Q4,"19,49%","116,42%"
DBC,DEBICA,2022/Q1,"34,70%","121,23%"
DBC,DEBICA,2022/Q2,"25,18%","192,56%"
DBC,DEBICA,2022/Q3,"23,90%","139,85%"
DBC,DEBICA,2022/Q4,"39,02%","129,05%"
DBC,DEBICA,2023/Q1,"106,21%","133,42%"
DBC,DEBICA,2023/Q2,"91,97%","17,88%"
DBC,DEBICA,2023/Q3,"70,86%","81,47%"
DBC,DEBICA,2023/Q4,"75,49%","64,48%"
DBC,DEBICA,2024/Q1,"21,55%","101,98%"
DBC,DEBICA,2024/Q2,"50,22%","183,95%"
DBC,DEBICA,2024/Q3,"44,70%","112,54%"
DBC,DEBICA,2024/Q4,"35,40%","299,92%"
DBC,DEBICA,2025/Q1,"258,22%",
DBE,DBENERGY,2016/Q4,"122,52%","18,52%"
DBE,DBENERGY,2017/Q4,"951,61%","6,52%"
DBE,DBENERGY,2018/Q4,"-21,84%","137,84%"
DBE,DBENERGY,2019/Q1,"143,52%","3,38%"
DBE,DBENERGY,2019/Q2,"-55,18%","14,43%"
DBE,DBENERGY,2019/Q3,"51,33%","2,62%"
DBE,DBENERGY,2019/Q4,"-127,57%","-3,01%"
DBE,DBENERGY,2020/Q1,"-46,58%","-3,52%"
DBE,DBENERGY,2020/Q2,"175,72%","12,08%"
DBE,DBENERGY,2020/Q3,"-383,04%","9,61%"
DBE,DBENERGY,2020/Q4,"271,10%","0,52%"
DBE,DBENERGY,2021/Q1,"-32,29%",
DBE,DBENERGY,2021/Q2,"5,95%",
DBE,DBENERGY,2021/Q3,"-8,29%",
DBE,DBENERGY,2021/Q4,"-39,56%","-22,95%"
DBE,DBENERGY,2022/Q1,"-64,84%","-8,65%"
DBE,DBENERGY,2022/Q2,"-1 506,27%","8,57%"
DBE,DBENERGY,2022/Q3,"198,22%","35,26%"
DBE,DBENERGY,2022/Q4,"243,49%","9,52%"
DBE,DBENERGY,2023/Q1,"-25,08%","-69,51%"
DBE,DBENERGY,2023/Q2,"29,44%","-32,16%"
DBE,DBENERGY,2023/Q3,"106,05%","-23,22%"
DBE,DBENERGY,2023/Q4,"115,77%","-6,67%"
DBE,DBENERGY,2024/Q1,"2 284,73%","-21,45%"
DBE,DBENERGY,2024/Q2,"-700,71%","-18,81%"
DBE,DBENERGY,2024/Q3,"-232,76%","-216,89%"
DCR,DECORA,2004/Q4,"91,38%","57,47%"
DCR,DECORA,2005/Q4,"182,96%","96,36%"
DCR,DECORA,2006/Q1,"199,06%","104,92%"
DCR,DECORA,2006/Q2,"157,91%","91,01%"
DCR,DECORA,2006/Q3,"561,86%","103,84%"
DCR,DECORA,2006/Q4,"199,49%","73,74%"
DCR,DECORA,2007/Q1,"127,30%","74,16%"
DCR,DECORA,2007/Q2,"908,72%","90,14%"
DCR,DECORA,2007/Q3,"19,18%","85,12%"
DCR,DECORA,2007/Q4,"219,07%","99,04%"
DCR,DECORA,2008/Q1,"200,64%","94,51%"
DCR,DECORA,2008/Q2,"144,90%","106,33%"
DCR,DECORA,2008/Q3,"216,58%","107,67%"
DCR,DECORA,2008/Q4,"11,94%","105,28%"
DCR,DECORA,2009/Q1,"-30,97%","80,62%"
DCR,DECORA,2009/Q2,"-4,44%","51,70%"
DCR,DECORA,2009/Q3,"8,52%","41,36%"
DCR,DECORA,2009/Q4,"49,99%","146,67%"
DCR,DECORA,2010/Q1,"68,28%","44,83%"
DCR,DECORA,2010/Q2,"22,19%","201,95%"
DCR,DECORA,2010/Q3,"10,03%","219,09%"
DCR,DECORA,2010/Q4,"22,17%","105,33%"
DCR,DECORA,2011/Q1,"-270,29%","3 327,57%"
DCR,DECORA,2011/Q2,"-664,08%","-86,09%"
DCR,DECORA,2011/Q3,"-183,26%","-256,24%"
DCR,DECORA,2011/Q4,"20,48%",
DCR,DECORA,2012/Q1,"37,11%",
DCR,DECORA,2012/Q2,"11,75%",
DCR,DECORA,2012/Q3,"43,32%",
DCR,DECORA,2012/Q4,"41,24%","60,72%"
DCR,DECORA,2013/Q1,"36,36%","99,76%"
DCR,DECORA,2013/Q2,"56,52%","97,02%"
DCR,DECORA,2013/Q3,"42,76%","-6 852,75%"
DCR,DECORA,2013/Q4,"79,35%","216,40%"
DCR,DECORA,2014/Q1,"5,99%","69,65%"
DCR,DECORA,2014/Q2,"1,72%","66,85%"
DCR,DECORA,2014/Q3,"-4,45%","97,06%"
DCR,DECORA,2014/Q4,"-37,80%","64,79%"
DCR,DECORA,2015/Q1,"1,26%","77,04%"
DCR,DECORA,2015/Q2,"-4,35%","54,99%"
DCR,DECORA,2015/Q3,"-16,82%","18,60%"
DCR,DECORA,2015/Q4,"8,95%","19,75%"
DCR,DECORA,2016/Q1,"15,23%","15,33%"
DCR,DECORA,2016/Q2,"24,83%","-35,80%"
DCR,DECORA,2016/Q3,"48,24%","-18,12%"
DCR,DECORA,2016/Q4,"68,36%","-6,17%"
DCR,DECORA,2017/Q1,"55,80%","-15,94%"
DCR,DECORA,2017/Q2,"82,53%","70,19%"
DCR,DECORA,2017/Q3,"70,61%","739,55%"
DCR,DECORA,2017/Q4,"81,74%","50,26%"
DCR,DECORA,2018/Q1,"112,12%","84,17%"
DCR,DECORA,2018/Q2,"97,11%","84,79%"
DCR,DECORA,2018/Q3,"83,35%","61,14%"
DCR,DECORA,2018/Q4,"68,66%","145,50%"
DCR,DECORA,2019/Q1,"94,35%","147,28%"
DCR,DECORA,2019/Q2,"80,33%","84,51%"
DCR,DECORA,2019/Q3,"76,10%","130,44%"
DCR,DECORA,2019/Q4,"79,70%","73,39%"
DCR,DECORA,2020/Q1,"52,00%","63,10%"
DCR,DECORA,2020/Q2,"50,54%","66,90%"
DCR,DECORA,2020/Q3,"74,34%","54,90%"
DCR,DECORA,2020/Q4,"85,62%","102,03%"
DCR,DECORA,2021/Q1,"99,09%","79,98%"
DCR,DECORA,2021/Q2,"134,84%","91,63%"
DCR,DECORA,2021/Q3,"125,02%","103,80%"
DCR,DECORA,2021/Q4,"154,42%","104,74%"
DCR,DECORA,2022/Q1,"745,81%","104,00%"
DCR,DECORA,2022/Q2,"330,80%","105,69%"
DCR,DECORA,2022/Q3,"-638,01%","95,48%"
DCR,DECORA,2022/Q4,"97,65%","81,11%"
DCR,DECORA,2023/Q1,"61,40%","87,26%"
DCR,DECORA,2023/Q2,"58,84%","88,61%"
DCR,DECORA,2023/Q3,"50,02%","106,68%"
DCR,DECORA,2023/Q4,"59,23%","90,12%"
DCR,DECORA,2024/Q1,"63,16%","83,77%"
DCR,DECORA,2024/Q2,"71,01%","45,35%"
DCR,DECORA,2024/Q3,"80,49%","64,41%"
DCR,DECORA,2024/Q4,"105,94%","91,75%"
DCR,DECORA,2025/Q1,"82,85%","67,19%"
DEK,DEKPOL,2011/Q4,"76,91%","89,06%"
DEK,DEKPOL,2012/Q4,"-36,05%",
DEK,DEKPOL,2013/Q4,"116,47%","65,09%"
DEK,DEKPOL,2014/Q2,"127,26%","94,76%"
DEK,DEKPOL,2014/Q3,"101,10%","85,85%"
DEK,DEKPOL,2014/Q4,"355,28%","474,76%"
DEK,DEKPOL,2015/Q1,"-74,03%","152,71%"
DEK,DEKPOL,2015/Q2,"-49,77%","87,89%"
DEK,DEKPOL,2015/Q3,"-49,39%","82,02%"
DEK,DEKPOL,2015/Q4,"-21,63%","78,03%"
DEK,DEKPOL,2016/Q1,"-60,15%","53,18%"
DEK,DEKPOL,2016/Q2,"-215,56%","118,89%"
DEK,DEKPOL,2016/Q3,"-138,61%","109,83%"
DEK,DEKPOL,2016/Q4,"69,02%","42,73%"
DEK,DEKPOL,2017/Q1,"34,46%","168,95%"
DEK,DEKPOL,2017/Q2,"40,64%","49,13%"
DEK,DEKPOL,2017/Q3,"96,17%",
DEK,DEKPOL,2017/Q4,"107,17%","134,81%"
DEK,DEKPOL,2018/Q1,"-57,50%","69,16%"
DEK,DEKPOL,2018/Q2,"-52,04%","68,77%"
DEK,DEKPOL,2018/Q3,"-88,61%","63,04%"
DEK,DEKPOL,2018/Q4,"-50,21%","80,61%"
DEK,DEKPOL,2019/Q1,"-220,06%","188,80%"
DEK,DEKPOL,2019/Q2,"75,69%","23,11%"
DEK,DEKPOL,2019/Q3,"70,94%","31,81%"
DEK,DEKPOL,2019/Q4,"61,32%","26,64%"
DEK,DEKPOL,2020/Q1,"50,94%","36,42%"
DEK,DEKPOL,2020/Q2,"50,84%","319,81%"
DEK,DEKPOL,2020/Q3,"71,49%",
DEK,DEKPOL,2020/Q4,"41,63%","17,66%"
DEK,DEKPOL,2021/Q1,"82,68%","28,17%"
DEK,DEKPOL,2021/Q2,"-136,40%","75,84%"
DEK,DEKPOL,2021/Q3,"-124,21%","1 272,42%"
DEK,DEKPOL,2021/Q4,"135,79%","32,17%"
DEK,DEKPOL,2022/Q1,"146,60%","29,02%"
DEK,DEKPOL,2022/Q2,"78,91%","34,35%"
DEK,DEKPOL,2022/Q3,"62,09%","41,40%"
DEK,DEKPOL,2022/Q4,"76,66%","46,54%"
DEK,DEKPOL,2023/Q1,"46,86%","32,11%"
DEK,DEKPOL,2023/Q2,"52,07%","21,84%"
DEK,DEKPOL,2023/Q3,"59,28%",
DEK,DEKPOL,2023/Q4,"92,02%","8,84%"
DEK,DEKPOL,2024/Q1,"87,72%","8,09%"
DEK,DEKPOL,2024/Q2,"109,24%","3,66%"
DEK,DEKPOL,2024/Q3,"-284,87%","-480,05%"
DEK,DEKPOL,2024/Q4,"-418,73%","25,80%"
DEK,DEKPOL,2025/Q1,"319,58%","47,46%"
DEL,DELKO,2008/Q4,"-98,55%","118,62%"
DEL,DELKO,2009/Q2,"-130,69%","52,05%"
DEL,DELKO,2009/Q3,"-92,70%",
DEL,DELKO,2009/Q4,"-3 978,71%","3,95%"
DEL,DELKO,2010/Q1,"-95,79%","-25,61%"
DEL,DELKO,2010/Q2,"-88,87%","18,24%"
DEL,DELKO,2010/Q3,"-1 012,34%","91,81%"
DEL,DELKO,2010/Q4,"70,15%","134,34%"
DEL,DELKO,2011/Q1,"135,59%","77,15%"
DEL,DELKO,2011/Q2,"25,73%","116,06%"
DEL,DELKO,2011/Q3,"108,29%","75,11%"
DEL,DELKO,2011/Q4,"-13,12%","120,14%"
DEL,DELKO,2012/Q1,"269,44%","118,14%"
DEL,DELKO,2012/Q2,"53,33%","552,73%"
DEL,DELKO,2012/Q3,"-490,34%","680,13%"
DEL,DELKO,2012/Q4,"-116,92%","153,96%"
DEL,DELKO,2013/Q1,"-43,07%","152,89%"
DEL,DELKO,2013/Q2,"26,28%","26,70%"
DEL,DELKO,2013/Q3,"148,87%","-6,62%"
DEL,DELKO,2013/Q4,"91,34%","-9,63%"
DEL,DELKO,2014/Q1,"78,91%","60,61%"
DEL,DELKO,2014/Q2,"53,55%","110,66%"
DEL,DELKO,2014/Q3,"39,88%","112,65%"
DEL,DELKO,2014/Q4,"30,68%","217,13%"
DEL,DELKO,2015/Q1,"34,69%","-551,64%"
DEL,DELKO,2015/Q2,"35,46%","-721,43%"
DEL,DELKO,2015/Q3,"41,60%","157,24%"
DEL,DELKO,2015/Q4,"77,87%","94,12%"
DEL,DELKO,2016/Q1,"108,91%","100,02%"
DEL,DELKO,2016/Q2,"519,87%","96,77%"
DEL,DELKO,2016/Q3,"-427,80%","99,02%"
DEL,DELKO,2016/Q4,"171,42%","104,77%"
DEL,DELKO,2017/Q1,"86,86%","74,65%"
DEL,DELKO,2017/Q2,"71,50%","81,62%"
DEL,DELKO,2017/Q3,"50,81%","83,38%"
DEL,DELKO,2017/Q4,"77,70%","72,15%"
DEL,DELKO,2018/Q1,"102,74%","388,71%"
DEL,DELKO,2018/Q2,"64,91%","112,74%"
DEL,DELKO,2018/Q3,"59,56%","72,61%"
DEL,DELKO,2018/Q4,"49,84%","108,27%"
DEL,DELKO,2019/Q1,"50,79%","95,59%"
DEL,DELKO,2019/Q2,"47,05%","82,33%"
DEL,DELKO,2019/Q3,"60,27%","101,61%"
DEL,DELKO,2019/Q4,"50,18%","79,01%"
DEL,DELKO,2020/Q1,"59,27%","77,84%"
DEL,DELKO,2020/Q2,"60,56%","311,84%"
DEL,DELKO,2020/Q3,"51,72%","76,28%"
DEL,DELKO,2020/Q4,"58,18%","87,50%"
DEL,DELKO,2021/Q1,"51,22%","83,73%"
DEL,DELKO,2021/Q2,"62,43%","74,96%"
DEL,DELKO,2021/Q3,"80,22%","173,58%"
DEL,DELKO,2021/Q4,"76,81%","205,36%"
DEL,DELKO,2022/Q1,"93,78%","74,02%"
DEL,DELKO,2022/Q2,"94,67%","86,45%"
DEL,DELKO,2022/Q3,"80,81%","94,45%"
DEL,DELKO,2022/Q4,"80,38%","47,72%"
DEL,DELKO,2023/Q1,"80,29%","93,12%"
DEL,DELKO,2023/Q2,"73,41%","54,27%"
DEL,DELKO,2024/Q4,"37,85%","22,53%"
DEL,DELKO,2025/Q1,"27,30%","17,84%"
DEL,DELKO,2025/Q2,"14,40%","8,25%"
DEL,DELKO,2025/Q3,"18,23%","297,67%"
DGA,DGA,2004/Q4,"-187,16%","60,89%"
DGA,DGA,2005/Q4,"-61,97%","46,54%"
DGA,DGA,2006/Q1,"-116,07%","65,15%"
DGA,DGA,2006/Q2,"-124,04%","49,96%"
DGA,DGA,2006/Q3,"-24,76%","13,68%"
DGA,DGA,2006/Q4,"41,42%","25,24%"
DGA,DGA,2007/Q1,"48,39%","11,12%"
DGA,DGA,2007/Q2,"63,06%","16,95%"
DGA,DGA,2007/Q3,"-106,20%",
DGA,DGA,2007/Q4,"-32,51%",
DGA,DGA,2008/Q1,"2,69%",
DGA,DGA,2008/Q2,"26,66%",
DGA,DGA,2008/Q3,"93,28%","19,55%"
DGA,DGA,2008/Q4,"-376,72%","-107,62%"
DGA,DGA,2009/Q1,"-93,50%","-223,29%"
DGA,DGA,2009/Q2,"10,64%","14 812,00%"
DGA,DGA,2009/Q3,"-348,01%","-90,21%"
DGA,DGA,2009/Q4,"-20,54%","-31,32%"
DGA,DGA,2010/Q1,"-99,50%","-1 119,00%"
DGA,DGA,2010/Q2,"310,39%","-317,07%"
DGA,DGA,2010/Q3,"6,01%","182,78%"
DGA,DGA,2010/Q4,"-24,38%","26,34%"
DGA,DGA,2011/Q1,"-59,30%","57,99%"
DGA,DGA,2011/Q2,"-66,87%",
DGA,DGA,2011/Q3,"78,50%",
DGA,DGA,2011/Q4,"66,48%","189,84%"
DGA,DGA,2012/Q1,"34,58%","318,93%"
DGA,DGA,2012/Q2,"-92,46%","362,48%"
DGA,DGA,2012/Q3,"-28,17%","149,48%"
DGA,DGA,2012/Q4,"150,64%","-113,58%"
DGA,DGA,2013/Q1,"101,79%","-154,44%"
DGA,DGA,2013/Q2,"22,03%","75,46%"
DGA,DGA,2013/Q3,"-186,62%","47,76%"
DGA,DGA,2013/Q4,"-236,47%",
DGA,DGA,2014/Q1,"-73,18%",
DGA,DGA,2014/Q2,"255,69%",
DGA,DGA,2014/Q3,"416,06%",
DGA,DGA,2014/Q4,"-424,02%","3,50%"
DGA,DGA,2015/Q1,"308,05%",
DGA,DGA,2015/Q2,"236,16%",
DGA,DGA,2015/Q3,"90,90%",
DGA,DGA,2015/Q4,"28,47%",
DGA,DGA,2016/Q1,"55,62%",
DGA,DGA,2016/Q2,"34,96%",
DGA,DGA,2016/Q3,"117,68%",
DGA,DGA,2016/Q4,"-83,87%",
DGA,DGA,2017/Q1,"-9,29%",
DGA,DGA,2017/Q2,"-41,58%",
DGA,DGA,2017/Q3,"71,75%",
DGA,DGA,2017/Q4,"290,63%",
DGA,DGA,2018/Q1,"-138,02%",
DGA,DGA,2018/Q2,"301,59%",
DGA,DGA,2018/Q3,"-288,24%",
DGA,DGA,2018/Q4,"251,16%",
DGA,DGA,2019/Q1,"-7,72%",
DGA,DGA,2019/Q2,"-20,25%",
DGA,DGA,2019/Q3,"-59,17%","30,38%"
DGA,DGA,2019/Q4,"2 452,48%","-110,96%"
DGA,DGA,2020/Q1,"-143,42%","31,84%"
DGA,DGA,2020/Q2,"-469,52%","98,98%"
DGA,DGA,2020/Q3,"102,82%",
DGA,DGA,2020/Q4,"-34,00%","-6,28%"
DGA,DGA,2021/Q1,"-26,31%",
DGA,DGA,2021/Q2,"-272,87%",
DGA,DGA,2021/Q3,"-824,00%",
DGA,DGA,2021/Q4,"208,03%",
DGA,DGA,2022/Q1,"-993,50%",
DGA,DGA,2022/Q2,"165,62%",
DGA,DGA,2022/Q3,"-68,93%",
DGA,DGA,2022/Q4,"-3,58%",
DGA,DGA,2023/Q1,"-73,07%",
DGA,DGA,2023/Q2,"-10,53%",
DGA,DGA,2023/Q3,"-81,02%",
DGA,DGA,2023/Q4,"-166,67%",
DGA,DGA,2024/Q1,"87,24%",
DGA,DGA,2024/Q2,"-242,44%",
DGA,DGA,2024/Q3,"106,79%",
DGA,DGA,2024/Q4,"-62,61%",
DGA,DGA,2025/Q1,"-24,35%","3,74%"
DGE,DRAGOENT,2019/Q4,"-18,31%",
DGE,DRAGOENT,2020/Q4,"28,97%","0,67%"
DGE,DRAGOENT,2021/Q1,"27,04%","8,20%"
DGE,DRAGOENT,2021/Q2,"22,45%","15,81%"
DGE,DRAGOENT,2021/Q3,"-137,56%","-1,89%"
DGE,DRAGOENT,2021/Q4,"147,29%",
DGE,DRAGOENT,2022/Q1,"118,32%",
DGE,DRAGOENT,2022/Q2,"116,90%",
DGE,DRAGOENT,2022/Q3,"74,54%",
DGE,DRAGOENT,2022/Q4,"162,54%",
DGE,DRAGOENT,2023/Q1,"781,87%","214,07%"
DGE,DRAGOENT,2023/Q2,"-593,99%","-84,81%"
DGE,DRAGOENT,2023/Q3,"-229,70%","-44,71%"
DGE,DRAGOENT,2023/Q4,"-48,45%","-14,32%"
DGE,DRAGOENT,2024/Q1,"-37,41%","-7,25%"
DGE,DRAGOENT,2024/Q2,"-116,12%","-8,98%"
DGE,DRAGOENT,2024/Q3,"-194,85%",
DGE,DRAGOENT,2024/Q4,"649,46%","9,97%"
DGE,DRAGOENT,2025/Q1,"509,87%","2,57%"
DIA,DIAG,2021/Q4,"75,53%","95,03%"
DIA,DIAG,2022/Q4,"58,97%","364,95%"
DIA,DIAG,2023/Q4,"36,74%","96,46%"
DIA,DIAG,2024/Q4,"53,76%","131,73%"
DIG,DIGITANET,2007/Q4,"203,16%","100,55%"
DIG,DIGITANET,2008/Q4,"65,36%","65,17%"
DIG,DIGITANET,2009/Q4,"114,81%","132,19%"
DIG,DIGITANET,2010/Q4,"76,24%","27,39%"
DIG,DIGITANET,2011/Q1,"82,94%","87,74%"
DIG,DIGITANET,2011/Q2,"80,40%","92,76%"
DIG,DIGITANET,2011/Q3,"79,25%","101,55%"
DIG,DIGITANET,2011/Q4,"87,55%","408,91%"
DIG,DIGITANET,2012/Q1,"88,01%","194,69%"
DIG,DIGITANET,2012/Q2,"115,87%","-0,68%"
DIG,DIGITANET,2012/Q3,"84,48%","-222,39%"
DIG,DIGITANET,2012/Q4,"94,55%","-340,28%"
DIG,DIGITANET,2013/Q1,"91,36%","28,14%"
DIG,DIGITANET,2013/Q2,"57,02%","29,39%"
DIG,DIGITANET,2013/Q3,"73,45%",
DIG,DIGITANET,2013/Q4,"45,09%","96,94%"
DIG,DIGITANET,2014/Q1,"49,70%","148,38%"
DIG,DIGITANET,2014/Q2,"68,36%","121,19%"
DIG,DIGITANET,2014/Q3,"37,64%","100,81%"
DIG,DIGITANET,2014/Q4,"-96,50%","85,93%"
DIG,DIGITANET,2015/Q1,"-119,46%","92,82%"
DIG,DIGITANET,2015/Q2,"-158,19%","83,90%"
DIG,DIGITANET,2015/Q3,"-701,80%","167,42%"
DIG,DIGITANET,2015/Q4,"113,44%","133,01%"
DIG,DIGITANET,2016/Q1,"110,64%","105,35%"
DIG,DIGITANET,2016/Q2,"49,57%","68,29%"
DIG,DIGITANET,2016/Q3,"37,49%","69,36%"
DIG,DIGITANET,2016/Q4,"80,45%","152,54%"
DIG,DIGITANET,2017/Q1,"50,30%","61,78%"
DIG,DIGITANET,2017/Q2,"131,04%","91,72%"
DIG,DIGITANET,2017/Q3,"122,21%","104,91%"
DIG,DIGITANET,2017/Q4,"80,82%","60,41%"
DIG,DIGITANET,2018/Q1,"99,45%","81,35%"
DIG,DIGITANET,2018/Q2,"84,33%","71,87%"
DIG,DIGITANET,2018/Q3,"66,35%","49,32%"
DIG,DIGITANET,2018/Q4,"91,19%","52,64%"
DIG,DIGITANET,2019/Q1,"97,77%","92,71%"
DIG,DIGITANET,2019/Q2,"26,98%","111,67%"
DIG,DIGITANET,2019/Q3,"-3,31%","176,09%"
DIG,DIGITANET,2019/Q4,"-164,71%","194,34%"
DIG,DIGITANET,2020/Q1,"-147,02%","133,23%"
DIG,DIGITANET,2020/Q2,"-106,13%","93,51%"
DIG,DIGITANET,2020/Q3,"-115,96%","82,40%"
DIG,DIGITANET,2020/Q4,"-95,58%",
DIG,DIGITANET,2021/Q1,"-33,15%",
DIG,DIGITANET,2021/Q2,"-7,93%",
DIG,DIGITANET,2021/Q3,"27,01%",
DIG,DIGITANET,2021/Q4,"54,33%",
DIG,DIGITANET,2022/Q1,"50,19%",
DIG,DIGITANET,2022/Q2,"54,47%",
DIG,DIGITANET,2022/Q3,"47,82%","15,20%"
DIG,DIGITANET,2022/Q4,"43,35%","46,03%"
DIG,DIGITANET,2023/Q1,"44,26%","89,59%"
DIG,DIGITANET,2023/Q2,"53,34%","104,34%"
DIG,DIGITANET,2023/Q3,"78,99%","5,86%"
DIG,DIGITANET,2023/Q4,"67,94%","26,60%"
DIG,DIGITANET,2024/Q1,"69,86%","17,23%"
DIG,DIGITANET,2024/Q2,"71,95%","268,15%"
DIG,DIGITANET,2024/Q3,"57,30%","200,68%"
DIG,DIGITANET,2024/Q4,"74,04%","-132,10%"
DIG,DIGITANET,2025/Q1,"75,28%","-167,05%"
DMG,DMGROUP,2009/Q4,"128,27%",
DMG,DMGROUP,2010/Q4,"781,89%",
DMG,DMGROUP,2011/Q4,"-102,95%",
DMG,DMGROUP,2012/Q4,"-215,68%",
DMG,DMGROUP,2013/Q2,"-88,88%","-22,59%"
DMG,DMGROUP,2013/Q3,"-168,15%","85,56%"
DMG,DMGROUP,2013/Q4,"-149,00%","68,47%"
DMG,DMGROUP,2014/Q1,"286,34%","62,32%"
DMG,DMGROUP,2014/Q2,"131,04%","52,28%"
DMG,DMGROUP,2014/Q3,"145,32%","210,77%"
DMG,DMGROUP,2014/Q4,"233,92%","120,00%"
DMG,DMGROUP,2015/Q1,"-385,27%","218,59%"
DMG,DMGROUP,2015/Q2,"750,29%","141,91%"
DMG,DMGROUP,2015/Q3,"419,65%","129,06%"
DMG,DMGROUP,2015/Q4,"31,51%","119,09%"
DMG,DMGROUP,2016/Q1,"17,71%","82,89%"
DMG,DMGROUP,2016/Q2,"67,05%","196,68%"
DMG,DMGROUP,2016/Q3,"61,18%","211,29%"
DMG,DMGROUP,2016/Q4,"-358,51%","1 154,30%"
DMG,DMGROUP,2017/Q1,"158,25%",
DMG,DMGROUP,2017/Q2,"-412,47%",
DMG,DMGROUP,2017/Q3,"-160,43%",
DMG,DMGROUP,2017/Q4,"163,29%",
DMG,DMGROUP,2018/Q1,"162,20%",
DMG,DMGROUP,2018/Q2,"187,53%",
DMG,DMGROUP,2018/Q3,"208,11%",
DMG,DMGROUP,2018/Q4,"-24,96%","115,15%"
DMG,DMGROUP,2019/Q1,"-28,31%","84,91%"
DMG,DMGROUP,2019/Q2,"-26,64%","577,32%"
DMG,DMGROUP,2019/Q3,"-16,46%","435,16%"
DMG,DMGROUP,2019/Q4,"22,73%","57,30%"
DMG,DMGROUP,2020/Q1,"48,00%","93,41%"
DMG,DMGROUP,2020/Q2,"81,20%","33,56%"
DMG,DMGROUP,2020/Q3,"95,62%","11,27%"
DMG,DMGROUP,2020/Q4,"109,00%","30,44%"
DMG,DMGROUP,2021/Q1,"98,59%","34,76%"
DMG,DMGROUP,2021/Q2,"100,15%","58,94%"
DMG,DMGROUP,2021/Q3,"72,74%","58,68%"
DMG,DMGROUP,2021/Q4,"44,43%","164,21%"
DMG,DMGROUP,2022/Q1,"77,84%","-561,51%"
DMG,DMGROUP,2022/Q2,"61,24%","-367,63%"
DMG,DMGROUP,2022/Q3,"63,01%","-243,05%"
DMG,DMGROUP,2022/Q4,"-44,61%",
DMG,DMGROUP,2023/Q1,"-1,01%","112,05%"
DMG,DMGROUP,2023/Q2,"21,04%","59,32%"
DMG,DMGROUP,2023/Q3,"37,26%","82,50%"
DMG,DMGROUP,2023/Q4,"71,10%","72,44%"
DMG,DMGROUP,2024/Q1,"73,83%","74,27%"
DMG,DMGROUP,2024/Q2,"83,28%","76,49%"
DMG,DMGROUP,2024/Q3,"94,62%","79,06%"
DMG,DMGROUP,2024/Q4,"78,76%","81,08%"
DMG,DMGROUP,2025/Q1,"80,03%","93,38%"
DNP,DINOPL,2014/Q4,"35,09%","96,47%"
DNP,DINOPL,2015/Q4,"49,79%","95,97%"
DNP,DINOPL,2016/Q4,"46,62%","90,51%"
DNP,DINOPL,2017/Q1,"43,86%","93,18%"
DNP,DINOPL,2017/Q2,"41,67%","94,55%"
DNP,DINOPL,2017/Q3,"38,18%","94,95%"
DNP,DINOPL,2017/Q4,"42,96%","74,70%"
DNP,DINOPL,2018/Q1,"46,91%","75,55%"
DNP,DINOPL,2018/Q2,"45,62%","77,61%"
DNP,DINOPL,2018/Q3,"47,70%","91,70%"
DNP,DINOPL,2018/Q4,"48,48%","88,46%"
DNP,DINOPL,2019/Q1,"51,41%","98,05%"
DNP,DINOPL,2019/Q2,"51,42%","81,90%"
DNP,DINOPL,2019/Q3,"63,59%","92,52%"
DNP,DINOPL,2019/Q4,"51,42%","86,81%"
